Year,Month,Day,Region,Site,Fisher,Method,sector,Fish no.,HL,Width,Whole Weight,Mantle weight,Quill length,Sex,Stage,OW.testes,NW.sperm,ODV.vasdeferens,OV.penis,Whole.nadWt,Nads kept,Mated,Comments
2013,8,19,Geographe Bay,,,,Research,131277,129,,105.5,34.8,127,M,2,0.05,0.01,0.09,0.07,0.22,,,
2013,8,19,Geographe Bay,,,,Research,131278,146,,143.9,46.8,147,M,2,0.31,0.06,0.22,0.04,0.63,,,
2013,8,19,Geographe Bay,,,,Research,131280,240,,473.6,164.3,240,M,5,6.48,1.7,1.18,0.58,9.94,,,
2013,8,19,Geographe Bay,,,,Research,131281,226,,411.5,129.3,230,M,5,3.86,0.5,0.82,0.42,5.6,,,
2013,8,19,Geographe Bay,,,,Research,131282,250,,559.7,171.3,250,M,5,9.09,1.91,1.31,0.76,13.07,,,
2013,8,19,Geographe Bay,,,,Research,131283,266,,620.2,195.7,264,M,5,13.41,9.49,2.35,1.4,26.65,,,
2013,8,19,Geographe Bay,,,,Research,131284,270,,568,174.7,267,M,5,13.4,10.72,2.2,1.23,27.55,,,
2013,8,19,Geographe Bay,,,,Research,131285,232,,409.3,126.3,230,M,5,6.74,2.14,1.19,1.06,11.13,,,
2013,8,19,Geographe Bay,,,,Research,131286,266,,534.1,179.5,266,M,5,11.59,6.27,1.72,0.82,20.4,,,
2013,8,19,Geographe Bay,,,,Research,131289,280,,665.9,208.7,277,M,5,14.83,9.11,2.58,1.16,27.68,,,
2013,8,19,Geographe Bay,,,,Research,131290,280,,636.2,206.4,277,M,5,12.02,5.54,1.92,1.15,20.63,,,
2013,8,19,Geographe Bay,,,,Research,131291,257,,599.8,194.4,257,M,5,6.25,2.09,1.47,0.97,10.78,,,
2013,8,19,Geographe Bay,,,,Research,131292,234,,452.2,146.3,233,M,5,3.14,0.49,0.24,0.58,4.45,,,
2013,8,19,Geographe Bay,,,,Research,131294,223,,435.1,134.8,222,M,5,3.61,1.01,0.8,0.35,5.77,,,
2013,8,19,Geographe Bay,,,,Research,131295,286,,780.8,246.9,283,M,5,12.25,5.82,1.62,1.63,21.32,,,
2013,8,19,Geographe Bay,,,,Research,131296,303,,839.8,278.1,305,M,5,14.99,6.25,2.2,1.08,24.52,,,
2013,8,19,Geographe Bay,,,,Research,131297,161,,172,59.3,162,M,5,3.18,1.39,0.74,0.33,5.64,,,
2013,8,19,Geographe Bay,,,,Research,131298,244,,535.5,176.2,242,M,5,12.26,2.52,1.89,1.02,17.69,,,
2013,8,19,Geographe Bay,,,,Research,131303,280,,695.6,212.5,279,M,5,15.71,10,2.34,1.75,29.8,,,
2013,8,19,Geographe Bay,,,,Research,131304,275,,619.8,200.3,275,M,5,11.78,6.53,1.95,1.41,21.67,,,
2013,8,19,Geographe Bay,,,,Research,131305,226,,401.5,123.4,223,M,5,9.13,6.08,1.5,0.76,17.47,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131309,201,,295.2,97.6,200,M,5,4.21,1.13,0.71,0.45,6.5,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131312,163,,172.1,56.5,162,M,2,0.22,0.11,0.24,0.12,0.69,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131314,220,,399.4,127.9,220,M,5,4.12,1.38,0.96,0.62,7.08,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131317,151,,138.3,47.3,150,M,5,2.29,0.22,0.42,0.25,3.18,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131320,182,,250.7,83.4,182,M,5,4.03,0.82,0.8,0.36,6.01,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131321,175,,224.7,69.5,176,M,5,1.3,0.27,0.35,0.2,2.12,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131326,270,,560.7,184.9,268,M,5,10.78,3.88,2.19,0.75,17.6,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131329,162,,172.4,53.9,164,M,2,0.22,0.1,0.2,0.08,0.6,,,
2013,8,21,Metro,Parmelia Bank,,,Research,131330,184,,238.2,79.6,182,M,5,2.19,0.93,0.54,0.4,4.06,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131333,360,,1611.7,598.5,361,M,5,17.11,17.3,3.52,3.19,41.12,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131334,184,,267.3,94.9,185,M,5,6.23,1.07,0.77,0.24,8.31,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131335,357,,1507.5,544.8,360,M,5,19.31,12.36,3.82,4.9,40.39,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131336,329,,1201.3,440.7,331,M,5,15.74,16.1,3.2,2.41,37.45,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131337,302,,978.1,319.6,304,M,5,13.99,5.2,2.32,1.56,23.07,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131338,234,,503.9,157.8,235,M,5,3.45,1.21,0.83,0.76,6.25,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131339,319,,1104.2,364.5,316,M,5,14.79,11.91,1.95,1.71,30.36,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131341,246,,547.9,191.5,242,M,5,6.62,2.51,1.27,0.67,11.07,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131342,330,,1297.9,444.4,329,M,5,14.11,7.16,2.35,1.24,24.86,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131343,291,,792.1,260.8,292,M,5,12.82,11.36,2.5,1.78,28.46,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131345,283,,872.5,303.7,283,M,5,9.07,7.46,1.74,0.94,19.21,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131348,300,,1031.9,341.6,300,M,5,8.76,4.05,1.65,1.05,15.51,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131349,289,,1030.1,362.7,292,M,5,7.3,2.67,1.45,0.91,12.33,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131350,176,,254.1,88.9,180,M,5,2.74,0.51,0.67,0.27,4.19,,,
2013,8,21,Albany,King George Sound,Jackman,,Commercial,131351,335,,1336.3,478.8,334,M,5,19.48,10.51,2.64,1.23,33.86,,,
2013,4,14,Albany,King George Sound,,,Recreational,131355,,,,,206,M,4,1.48,,,,,,,
2013,4,14,Albany,King George Sound,,,Recreational,131357,,,,,213,M,5,6.34,1.43,1.38,0.4,9.55,,,
2013,4,14,Albany,King George Sound,,,Recreational,131360,,,,,227,M,5,6.35,0.87,1.2,0.37,8.79,,,
2013,4,14,Albany,King George Sound,,,Recreational,131361,,,,,227,M,5,4.81,,,,,,,
2013,4,14,Albany,King George Sound,,,Recreational,131362,,,,,236,M,5,4.01,1.07,0.85,0.38,6.31,,,
2013,4,14,Albany,King George Sound,,,Recreational,131363,,,,,206,M,4,0.9,,,,,,,
2013,4,14,Albany,King George Sound,,,Recreational,131364,,,,,269,M,5,10.9,,,0.59,,,,
2013,4,14,Albany,King George Sound,,,Recreational,131365,,,,,185,M,4,1.99,0.31,0.48,0.25,3.03,,,
2013,4,14,Albany,King George Sound,,,Recreational,131366,,,,,210,M,4,1.44,0.19,0.41,0.18,2.22,,,
2013,4,14,Albany,King George Sound,,,Recreational,131367,,,,,274,M,5,7.93,,,,,,,
2013,4,14,Albany,King George Sound,,,Recreational,131368,,,,,256,M,5,11.73,,,0.54,,,,
2013,4,14,Albany,King George Sound,,,Recreational,131371,,,,,181,M,5,4.19,0.74,0.94,0.16,6.03,,,
2013,4,14,Albany,King George Sound,,,Recreational,131374,,,,,247,M,5,4.73,0.86,0.65,0.53,6.77,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131381,,,,,157,M,2,0.16,0.07,0.17,0.06,0.46,,,
2013,8,2,Metro,Mangles Bay,Alan Miles,,Recreational,131382,,,,,158,M,2,0.42,,,,,,,
2013,8,2,Metro,Mangles Bay,Alan Miles,,Recreational,131383,,,,,134,M,2,,0.05,0.1,0.02,0.17,,,
2013,8,2,Metro,Mangles Bay,Alan Miles,,Recreational,131384,,,,,180,M,5,2.03,0.81,0.43,0.31,3.58,,,
2013,8,2,Metro,Mangles Bay,Alan Miles,,Recreational,131386,,,,,133,M,2,,0.01,0.06,0.02,,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131387,,,,,129,M,2,,0.04,0.04,0.04,,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131388,,,,,141,M,3,0.16,0.3,0.12,0.07,0.65,,,
2013,8,7,Metro,Mangles Bay,Alan Miles,,Recreational,131391,,,,,191,M,5,2.4,0.89,0.51,0.17,3.97,,,
2013,8,22,Metro,Mangles Bay,Alan Miles,,Recreational,131394,,,,,158,M,4,1.8,0.26,0.47,0.15,2.68,,,
2013,8,22,Metro,Mangles Bay,Alan Miles,,Recreational,131395,,,,,172,M,2,0.36,0.09,0.21,0.06,0.72,,,
2013,8,22,Metro,Mangles Bay,Alan Miles,,Recreational,131397,,,,,162,M,5,1.77,0.31,0.46,0.11,2.65,,,
2013,5,10,Metro,Mangles Bay,Alan Miles,,Recreational,131398,,,,,123,M,2,0.19,0.06,0.1,0.03,0.38,,,
2013,5,17,Metro,Garden Is.,Alan Miles,,Recreational,131399,,,,,161,M,5,1.5,0.34,0.35,0.11,2.3,,,
2013,5,17,Metro,Garden Is.,Alan Miles,,Recreational,131401,,,,,195,M,5,2.62,3.23,0.26,2.73,8.84,,,
2013,6,20,Metro,Garden Is.,Alan Miles,,Recreational,131405,,,,,168,M,3,,0.03,0.17,0.05,0.25,,,
2013,6,3,Metro,Mangles Bay,Alan Miles,,Recreational,131406,,,,,156,M,2,0.49,0.11,0.06,0.07,0.73,,,
2013,6,3,Metro,Mangles Bay,Alan Miles,,Recreational,131407,,,,,152,M,4,1.37,0.12,0.33,0.08,1.9,,,
2013,6,13,Metro,Safety Bay,Alan Miles,,Recreational,131409,,,,,141,M,4,0.93,0.15,0.24,0.06,1.38,,,
2013,6,13,Metro,Safety Bay,Alan Miles,,Recreational,131411,,,,,127,M,2,,0.03,0.07,0.01,,,,
2013,7,1,Metro,Warnbro Sound,Alan Miles,,Recreational,131413,,,,,140,M,5,0.47,0.07,0.16,0.06,0.76,,,
2013,7,1,Metro,Warnbro Sound,Alan Miles,,Recreational,131414,,,,,180,M,5,3.28,1.35,0.66,0.24,5.53,,,
2013,7,1,Metro,Warnbro Sound,Alan Miles,,Recreational,131417,,,,,181,M,5,2.26,0.73,0.91,0.25,4.15,,,
2013,8,1,Albany,King George Sound,Jackman,,Commercial,131419,157,,169.7,60,158,M,5,4.7,1.73,0.81,0.14,7.38,,,
2013,8,1,Albany,King George Sound,Jackman,,Commercial,131420,250,,664.3,224.6,256,M,5,10.29,2.8,1.46,0.44,14.99,,,
2013,8,1,Albany,King George Sound,Jackman,,Commercial,131421,157,,188.2,70.9,160,M,2,0.23,0.06,0.19,0.05,0.53,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131422,,,,,211,M,5,7.05,3.11,1.08,0.67,11.91,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131424,,,,,174,M,3,1.52,0.18,0.4,0.12,2.22,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131426,,,,,150,M,5,3.12,0.27,0.38,0.1,3.87,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131427,,,,,137,M,3,0.59,0.07,0.21,0.04,0.91,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131428,,,,,148,M,3,0.55,0.09,0.35,0.09,1.08,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131429,,,,,188,M,5,1.67,0.5,0.6,0.26,3.03,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131431,,,,,161,M,5,2.98,0.63,0.39,0.26,4.26,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131433,,,,,160,M,5,1.71,0.21,0.32,0.12,2.36,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131436,,,,,183,M,5,1.97,,,,,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131437,,,,,142,M,5,1.31,0.13,0.28,0.09,1.81,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131440,,,,,265,M,5,11.86,8.44,1.89,0.76,22.95,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131441,,,,,300,M,5,15.11,9.15,2.3,0.76,27.32,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131442,,,,,255,M,5,4.3,1.53,0.98,0.73,7.54,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131444,,,,,250,M,5,10.78,3.58,1.6,1.06,17.02,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131446,,,,,124,M,2,,0.02,0.06,0.02,,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131448,,,,,226,M,5,9.77,4.51,1.35,0.59,16.22,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131450,,,,,207,M,5,3.29,1.21,0.6,0.34,5.44,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131452,,,,,183,M,5,4.69,1.64,0.73,0.34,7.4,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131454,,,,,170,M,5,1.65,0.35,0.16,0.19,2.35,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131456,,,,,159,M,5,2,0.35,0.41,0.1,2.86,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131457,,,,,278,M,5,12.02,6.57,2.09,1.27,21.95,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131459,,,,,171,M,5,2.99,0.82,0.65,0.27,4.73,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131460,,,,,200,M,5,5.8,2.1,0.84,0.5,9.24,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131461,,,,,181,M,5,1.71,0.25,0.48,0.2,2.64,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131462,,,,,208,M,5,2.53,0.5,0.6,0.27,3.9,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131466,,,,,142,M,4,1.51,0.13,0.41,0.14,2.19,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131470,,,,,271,M,5,11.6,1.94,1.9,0.8,16.24,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131473,,,,,165,M,5,2.95,0.82,0.69,0.21,4.67,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131475,,,,,142,M,2,0.14,0.07,0.18,0.05,0.44,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131476,,,,,144,M,2,0.09,0.06,0.15,0.08,0.38,,,
2013,7,28,Metro,Cockburn Sound,Calamari Classic,,Recreational,131477,,,,,140,M,2,0.22,0.09,0.22,0.07,0.6,,,
2013,8,18,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131481,,,,,296,M,5,13.59,9.83,1.98,0.73,26.13,,,
2013,8,18,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131483,,,,,185,M,5,4.22,0.89,0.76,0.3,6.17,,,
2013,8,13,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131484,,,,,238,M,5,3.03,0.95,0.79,0.47,5.24,,,
2013,8,13,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131487,,,,,174,M,5,3.06,1.41,0.65,0.28,5.4,,,
2013,9,21,Albany,King George Sound,,,Recreational,131488,,,,,221,M,5,2.94,1.16,0.65,0.21,4.96,,,
2013,9,21,Albany,King George Sound,,,Recreational,131490,,,,,266,M,5,14.72,7.93,2.31,1.68,26.64,,,
2013,9,21,Albany,King George Sound,,,Recreational,131492,,,,,248,M,5,12.84,1.36,1.59,0.56,16.35,,,
2013,9,21,Albany,King George Sound,,,Recreational,131493,,,,,249,M,5,11.33,5.21,1.7,0.92,19.16,,,
2013,9,21,Albany,King George Sound,,,Research,131495,202,,287.2,94.2,202,M,5,4.57,2.32,0.82,0.46,8.17,,,
2013,9,21,Albany,King George Sound,,,Research,131499,250,,565.5,190.1,249,M,5,13.42,2.62,1.76,0.69,18.49,,,
2013,9,21,Albany,King George Sound,,,Research,131502,307,,840.3,265.5,304,M,5,12.48,3.48,1.66,1.24,18.86,,,
2013,9,21,Albany,King George Sound,,,Research,131503,295,,681.5,274,295,M,5,15.27,6.75,2.42,1.07,25.51,,,
2013,9,21,Albany,King George Sound,,,Research,131505,176,,232.4,84.1,178,M,5,3.67,0.88,0.73,0.26,5.54,,,
2013,9,21,Albany,King George Sound,,,Research,131507,160,,158.3,56.4,160,M,5,2.13,0.31,0.4,0.12,2.96,,,
2013,9,21,Albany,King George Sound,,,Research,131509,260,,576,204.4,258,M,5,13.04,5.07,1.9,0.91,20.92,,,
2013,9,21,Albany,King George Sound,,,Research,131510,227,,428.6,143.4,228,M,5,2.93,1.05,0.78,0.43,5.19,,,
2013,9,21,Albany,King George Sound,,,Research,131512,168,,210.8,69.9,173,M,5,2.55,0.23,0.44,0.13,3.35,,,
2013,9,21,Albany,King George Sound,,,Research,131513,190,,292.2,87.9,191,M,5,1.7,0.3,0.52,0.22,2.74,,,
2013,9,21,Albany,King George Sound,,,Research,131514,251,,587.3,172.4,249,M,5,4.33,1.3,0.76,0.66,7.05,,,
2013,9,21,Albany,King George Sound,,,Research,131515,308,,830.5,287.9,305,M,5,13.83,9.09,2.57,1.65,27.14,,,
2013,9,21,Albany,King George Sound,,,Research,131516,295,,707.7,233.2,291,M,5,11.91,11.1,2.11,1.34,26.46,,,
2013,9,21,Albany,King George Sound,,,Research,131517,193,,239.2,79.6,190,M,5,4.7,1.4,0.79,0.33,7.22,,,
2013,9,27,Geographe Bay,,,,Research,131518,171,,341.4,67.7,171,M,5,2.55,0.78,0.59,0.23,4.15,,,
2013,9,27,Geographe Bay,,,,Research,131525,242,,467.7,129.9,241,M,5,5.78,1.14,1.23,0.66,8.81,,,
2013,9,27,Geographe Bay,,,,Research,131527,231,,419.7,131.8,234,M,5,6.61,2.83,1.3,0.49,11.23,,,
2013,9,27,Geographe Bay,,,,Research,131528,281,,602.4,200.9,281,M,5,6.97,6.79,2.27,1.21,17.24,,,
2013,9,27,Geographe Bay,,,,Research,131529,279,,698.7,275.9,274,M,5,12.08,4.55,2.05,0.74,19.42,,,
2013,6,17,Geographe Bay,Busselton Jetty,,,Recreational,131531,200,,,,,M,2,0.22,,,,,,,
2013,6,13,Geographe Bay,Busselton Jetty,,,Recreational,131533,290,,,,,M,5,15.89,,,0.84,,,,
2013,6,16,Geographe Bay,Busselton Jetty,,,Recreational,131538,240,,,,,M,5,,,,,,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131549,,,,,141,M,5,2.42,0.29,0.37,0.23,3.31,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131553,,,,,178,M,5,4.25,1.02,0.96,0.24,6.47,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131554,,,,,224,M,5,8.37,2.18,1.15,0.42,12.12,,,
2013,9,29,Metro,Mangles Bay,Warrick Upton,,Recreational,131555,,,,,164,M,5,1.32,0.35,0.35,0.13,2.15,,,
2013,9,4,Metro,Mangles Bay,Warrick Upton,,Recreational,131558,,,,,205,M,5,7.63,3.35,0.95,0.44,12.37,,,
2013,10,13,Esperance,O'Briens,,,Research,131559,202,,324.7,105.4,200,M,2,0.85,0.21,0.5,0.1,1.66,,,
2013,10,13,Esperance,O'Briens,,,Research,131560,384,,1499.3,449.3,381,M,5,11.41,20.43,3.89,1.95,37.68,,,
2013,10,13,Esperance,O'Briens,,,Research,131561,261,,567.4,163.5,257,M,5,8.4,4.46,1.6,1.01,15.47,,,
2013,10,13,Esperance,O'Briens,,,Research,131562,268,,558.9,176.6,268,M,5,13.56,8.92,2.09,0.96,25.53,,,
2013,10,13,Esperance,O'Briens,,,Research,131564,194,,230.7,66.1,192,M,5,4.72,1.46,0.87,0.46,7.51,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131566,134,,108.6,36.9,135,M,5,1.84,0.19,0.38,0.15,2.56,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131570,236,,432.9,151.3,235,M,5,10.13,4.4,1.64,0.81,16.98,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131571,165,,193.9,63.2,166,M,5,2.61,0.41,0.49,0.28,3.79,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131573,222,,403.6,135.7,219,M,5,9.64,2.15,1.5,0.57,13.86,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131577,150,,140.9,44.7,148,M,2,0.21,0.05,0.22,0.01,0.49,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131581,145,,125.5,39.9,142,M,2,0.14,0.12,0.15,0.07,0.48,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131585,245,,522.3,172.8,245,M,5,11.61,3.6,1.65,0.65,17.51,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131587,155,,166.9,52.1,156,M,5,2.4,0.64,0.62,0.25,3.91,,,
2013,10,21,Metro,Parmelia Bank,,,Research,131591,155,,163.6,55.7,151,M,2,0.18,0.14,0.2,0.05,0.57,,,
2013,10,22,Geographe Bay,,,,Research,131592,300,,785.2,279.2,302,M,5,14.79,6.84,2.28,0.8,24.71,a,,
2013,10,22,Geographe Bay,,,,Research,131595,234,,430.8,132.1,235,M,5,5.84,1.8,0.99,0.59,9.22,a,,
2013,10,22,Geographe Bay,,,,Research,131596,191,,236.6,81.8,190,M,5,5.47,0.98,0.93,0.31,7.69,a,,
2013,10,22,Geographe Bay,,,,Research,131597,304,,847.5,285.2,305,M,5,19.87,6.99,2.32,0.72,29.9,a,,
2013,10,22,Geographe Bay,,,,Research,131600,177,,230,71,176,M,2,0.25,0.13,0.27,0.19,0.84,,,
2013,10,22,Geographe Bay,,,,Research,131602,183,,223.8,78,180,M,5,3.21,0.45,0.62,0.27,4.55,a,,
2013,10,22,Geographe Bay,,,,Research,131603,277,,451.8,143,274,M,5,5.69,1.98,1.93,0.8,10.4,a,,
2013,10,22,Geographe Bay,,,,Research,131605,221,,372.9,112.6,217,M,5,6.54,2.12,1.26,0.42,10.34,a,,
2013,10,22,Geographe Bay,,,,Research,131607,180,,219.6,73.5,178,M,5,2.25,0.28,0.46,0.19,3.18,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131610,238,,592.4,196.6,238,M,5,6.77,1.49,1.72,0.7,10.68,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131611,240,,494.5,172.1,237,M,5,9.22,2.13,1.11,0.91,13.37,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131616,284,,768.3,271.1,283,M,5,15.68,8.57,2.58,1.15,27.98,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131619,245,,518.8,179.8,242,M,5,11.17,3.39,1.62,0.96,17.14,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131620,267,,667.4,217.9,267,M,5,13.8,5.21,1.88,1.38,22.27,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131621,130,,119.6,37.8,131,M,1,0.25,0.05,0.11,0.06,0.47,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131622,247,,599.6,213.8,246,M,5,11.43,4.12,1.94,0.99,18.48,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131624,291,,852.9,295,290,M,5,14.04,11.27,2.22,2.12,29.65,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131625,288,,818.9,279.7,287,M,5,16.17,9.46,2.62,1.23,29.48,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131626,315,,949.7,330.9,320,M,5,13.85,17.11,2.94,2.36,36.26,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131627,335,,1159.6,400.2,334,M,5,10.43,8.87,2.7,1.31,23.31,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131628,253,,579.6,203.6,250,M,5,9.18,3.3,1.71,0.13,14.32,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131629,235,,531.9,177.8,232,M,5,4.48,0.95,1.27,0.33,7.03,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131633,215,,413,133.8,216,M,5,5.53,1.23,1.22,0.38,8.36,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131637,200,,385.2,118.4,200,M,5,10.21,2.82,4.83,1.46,19.32,a,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131638,269,,693.1,228.8,267,M,5,15.34,10.48,2.6,1.24,29.66,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131639,320,,919.2,308.9,320,M,5,10.43,6.62,2.8,1.3,21.15,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131640,271,,694.9,233.3,273,M,5,12.5,10.01,2.16,0.9,25.57,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131642,301,,1026,339.3,301,M,5,17.16,14.07,2.5,1.5,35.23,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131643,277,,712.9,244.3,276,M,5,14.71,12.5,3.1,1.23,31.54,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131645,146,,172.8,59.8,145,M,2,0.15,0.06,0.11,0.06,0.38,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131646,155,,194.2,64.6,158,M,5,3.02,0.3,0.56,0.28,4.16,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131647,188,,297.9,104.4,189,M,5,6.24,1.63,1.13,0.43,9.43,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131650,182,,291.8,94.8,182,M,5,3.25,0.74,0.71,0.23,4.93,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131651,217,,443,151,214,M,5,8.71,1.56,2.48,0.66,13.41,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131653,286,,827.2,278.9,287,M,5,14.16,17.34,3.07,1.27,35.84,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131654,190,,346.5,119.4,191,M,5,2.56,0.51,0.76,0.31,4.14,,,
2013,10,21,Albany,King George Sound - Quaranup,Jackman,,Commercial,131655,330,,861.3,287.2,330,M,5,7.59,4.31,2.78,1.06,15.74,,,
2013,10,22,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131660,,,,,257,M,5,12.07,3.25,1.67,0.47,17.46,,,
2013,10,22,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131661,,,,,216,M,5,5.98,1.04,1.12,0.47,8.61,,,
2013,10,22,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131664,,,,,118,M,2,0.51,0.06,0.13,0.04,0.74,,,
2013,10,22,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131668,,,,,184,M,5,6.38,1.27,0.93,0.39,8.97,,,
2013,10,22,Geographe Bay,Busselton Jetty,Warrick Upton,,Recreational,131669,,,,,178,M,5,2.45,0.5,0.64,0.28,3.87,,,
